status	priority	score	fanin	class	module	path	signals
TODO	4289.6	386.8	1009	Listing	program	src/program/model/listing/listing.rs	dyn=192,getset_pairs=2
TODO	2848.7	198.1	1338	Function	program	src/program/model/listing/function.rs	dyn=93,getset_pairs=12
TODO	2513.6	160.0	1471	DataTypeManager	program	src/program/model/data/data_type_manager.rs	dyn=78,getset_pairs=4
TODO	1981.0	94.2	2003	DataType	program	src/program/model/data/data_type.rs	dyn=44,getset_pairs=6
TODO	1631.4	125.2	1203	ProgramBasedDataTypeManager	program	src/program/model/data/program_based_data_type_manager.rs	dyn=60,getset_pairs=5
TODO	1401.3	106.0	1222	Category	program	src/program/model/data/category.rs	dyn=52,clone/100L=1.0,getset_pairs=1
TODO	987.2	80.0	1134	Data	program	src/program/model/listing/data.rs	dyn=39,getset_pairs=2
TODO	965.7	74.0	1205	DataTypeManagerChangeListener	program	src/program/model/data/data_type_manager_change_listener.rs	dyn=37
TODO	842.4	60.3	1297	Structure	program	src/program/model/data/structure.rs	dyn=30
TODO	790.1	60.5	1206	ArrayStringable	program	src/program/model/data/array_stringable.rs	dyn=30
TODO	780.1	71.5	991	ProgramContext	program	src/program/model/listing/program_context.rs	dyn=34,getset_pairs=3
TODO	726.3	54.2	1240	Composite	program	src/program/model/data/composite.rs	dyn=26,getset_pairs=2
TODO	722.2	55.6	1199	IntegerDataTypeTest	program	src/program/model/data/integer_data_type_test.rs	dyn=20,unwrap/100L=15.6
TODO	654.5	50.0	1209	DynamicDataType	program	src/program/model/data/dynamic_data_type.rs	dyn=25
TODO	648.8	49.6	1208	ParameterDefinition	program	src/program/model/data/parameter_definition.rs	dyn=23,getset_pairs=3
TODO	629.9	58.0	986	ProgramModule	program	src/program/model/listing/program_module.rs	dyn=28,getset_pairs=2
TODO	626.9	54.0	1061	CodeUnit	program	src/program/model/listing/code_unit.rs	dyn=24,getset_pairs=4,unwrap/100L=1.5
TODO	570.5	51.4	1010	Variable	program	src/program/model/listing/variable.rs	dyn=24,getset_pairs=3
TODO	559.2	48.5	1053	Instruction	program	src/program/model/listing/instruction.rs	dyn=21,getset_pairs=6
TODO	453.9	34.0	1235	Array	program	src/program/model/data/array.rs	dyn=17
TODO	429.7	33.0	1202	AnnotationHandler	program	src/program/model/data/annotation_handler.rs	dyn=16,getset_pairs=1
TODO	395.7	30.0	1219	FunctionDefinition	program	src/program/model/data/function_definition.rs	dyn=13,getset_pairs=4
TODO	366.0	28.0	1207	CompositeInternal	program	src/program/model/data/composite_internal.rs	dyn=14
TODO	362.4	77.1	370	DomainFile	framework	src/framework/model/domain_file.rs	dyn=38,getset_pairs=1
TODO	356.4	33.0	980	Parameter	program	src/program/model/listing/parameter.rs	dyn=15,getset_pairs=3
TODO	339.3	30.0	1031	BinaryReader	app	src/app/util/bin/binary_reader.rs	dyn=10,rc_refcell=3,getset_pairs=1
TODO	334.2	24.5	1264	DataTypeComponent	program	src/program/model/data/data_type_component.rs	dyn=11,getset_pairs=2
TODO	313.2	24.0	1205	DataTypeWithCharset	program	src/program/model/data/data_type_with_charset.rs	dyn=12
TODO	270.2	20.0	1251	Pointer	program	src/program/model/data/pointer.rs	dyn=10
TODO	265.4	24.6	979	Library	program	src/program/model/listing/library.rs	dyn=11,clone/100L=1.6,getset_pairs=1
TODO	247.6	18.7	1224	Union	program	src/program/model/data/union.rs	dyn=9
TODO	230.6	230.6	0	SetReturnDataTypeCmd	app	src/app/cmd/function/set_return_data_type_cmd.rs	dyn=109,getset_pairs=12
TODO	207.9	15.6	1233	Enum	program	src/program/model/data/enum_.rs	dyn=7,clone/100L=1.6
TODO	198.4	198.4	0	SetFunctionNameCmd	app	src/app/cmd/function/set_function_name_cmd.rs	dyn=94,getset_pairs=10
TODO	187.6	14.0	1240	Dynamic	program	src/program/model/data/dynamic.rs	dyn=7
TODO	184.0	14.0	1214	FactoryDataType	program	src/program/model/data/factory_data_type.rs	dyn=7
TODO	181.4	126.0	44	InstructionPrototype	program	src/program/model/lang/instruction_prototype.rs	dyn=63
TODO	168.5	12.3	1270	DataOrganization	program	src/program/model/data/data_organization.rs	dyn=6
TODO	149.0	11.4	1207	InternalDataTypeComponent	program	src/program/model/data/internal_data_type_component.rs	dyn=5,clone/100L=1.4
TODO	146.4	146.4	0	FunctionEdge		src/graph/function_edge.rs	dyn=66,getset_pairs=14
TODO	139.1	29.6	370	Namespace	program	src/program/model/symbol/namespace.rs	dyn=14,getset_pairs=1
TODO	137.6	41.2	234	DomainObject	framework	src/framework/model/domain_object.rs	dyn=20,getset_pairs=1
TODO	135.7	12.6	977	Bookmark	program	src/program/model/listing/bookmark.rs	dyn=6
TODO	132.8	132.8	0	FunctionSearchAddressIterator	app	src/app/plugin/core/searchtext/iterators/function_search_address_iterator.rs	dyn=60,getset_pairs=12
TODO	131.2	10.0	1212	BuiltInDataType	program	src/program/model/data/built_in_data_type.rs	dyn=5
TODO	130.0	10.0	1200	UnionInternal	program	src/program/model/data/union_internal.rs	dyn=5
TODO	125.1	125.1	0	FunctionEdgeCache		src/graph/function_edge_cache.rs	dyn=55,clone/100L=1.1,getset_pairs=14
TODO	123.4	17.5	605	EquateTable	program	src/program/model/symbol/equate_table.rs	dyn=8
TODO	122.5	4.0	2963	Program	program	src/program/model/listing/program.rs	dyn=2
TODO	112.3	112.3	0	ExtModule	sarif	src/sarif/export/trees/ext_module.rs	dyn=55,getset_pairs=2
TODO	112.2	112.2	0	Mod	util	src/util/exception/mod.rs	dyn=56
TODO	105.4	8.1	1201	DomainFileBasedDataTypeManager	program	src/program/model/data/domain_file_based_data_type_manager.rs	dyn=3,clone/100L=2.1
TODO	103.7	17.6	489	Settings	docking	src/docking/settings/settings.rs	dyn=7,getset_pairs=3
TODO	96.3	7.4	1201	DataTypeTransferable	program	src/program/model/data/data_type_transferable.rs	dyn=3,clone/100L=1.4
TODO	93.8	93.8	0	Msg		src/util/msg.rs	dyn=42,arc_mutex=1,lazy_static_mut=2
TODO	93.7	13.5	594	SymbolIterator	program	src/program/model/symbol/symbol_iterator.rs	dyn=6,clone/100L=1.5
TODO	93.3	93.3	0	ErrorLogger		src/util/error_logger.rs	dyn=45,arc_mutex=1
TODO	92.0	92.0	0	DataTypeConflictHandler	program	src/program/model/data/data_type_conflict_handler.rs	dyn=46
TODO	91.7	91.7	0	Icategory	program	src/program/model/data/icategory.rs	dyn=45,getset_pairs=1
TODO	86.6	86.6	0	SetFallThroughCmd	app	src/app/cmd/refs/set_fall_through_cmd.rs	dyn=40,clone/100L=1.6,getset_pairs=5
TODO	85.6	85.6	0	ClearFallThroughCmd	app	src/app/cmd/refs/clear_fall_through_cmd.rs	dyn=40,getset_pairs=5
TODO	85.3	85.3	0	SetFunctionVarArgsCommand	app	src/app/cmd/function/set_function_var_args_command.rs	dyn=39,getset_pairs=7
TODO	84.0	84.0	0	SetFunctionRepeatableCommentCmd	app	src/app/cmd/function/set_function_repeatable_comment_cmd.rs	dyn=38,getset_pairs=7
TODO	82.4	41.4	99	SettingsDefinition	docking	src/docking/settings/settings_definition.rs	dyn=20,clone/100L=1.4
TODO	81.2	81.2	0	VariableFilter	program	src/program/model/listing/variable_filter.rs	dyn=39,getset_pairs=3
TODO	79.6	79.6	0	DataAdapterFromSettings	trace	src/trace/util/data_adapter_from_settings.rs	dyn=37,getset_pairs=5
TODO	79.2	6.1	1199	ProjectArchiveBasedDataTypeManager	program	src/program/model/data/project_archive_based_data_type_manager.rs	dyn=2,clone/100L=2.1
TODO	78.2	6.0	1203	Playable	program	src/program/model/data/playable.rs	dyn=3
TODO	78.1	6.0	1202	InvalidatedListener	program	src/program/model/data/invalidated_listener.rs	dyn=3
TODO	73.6	73.6	0	DisplayableVariableOffset	feature	src/feature/vt/gui/provider/markuptable/displayable_variable_offset.rs	dyn=32,getset_pairs=9
TODO	72.1	51.1	41	PropertyMap	program	src/program/model/util/property_map.rs	dyn=25,clone/100L=1.1
TODO	72.0	72.0	0	DataIterator	program	src/program/model/listing/data_iterator.rs	dyn=35,getset_pairs=2
TODO	71.6	71.6	0	FunctionRowObject	app	src/app/plugin/core/function_window/function_row_object.rs	dyn=31,getset_pairs=9
TODO	69.9	69.9	0	AddressSet	program	src/program/model/address/address_set.rs	dyn=32,clone/100L=5.4
TODO	69.9	38.4	82	ProgramFragment	program	src/program/model/listing/program_fragment.rs	dyn=18,getset_pairs=2
TODO	67.1	67.1	0	DataAdapterMinimal	trace	src/trace/util/data_adapter_minimal.rs	dyn=31,clone/100L=1.1,getset_pairs=4
TODO	66.0	66.0	0	ParserContext	program	src/program/model/lang/parser_context.rs	dyn=33
TODO	65.4	65.4	0	StackFrame	program	src/program/model/listing/stack_frame.rs	dyn=30,getset_pairs=5
TODO	65.3	65.3	0	InstLocation	feature	src/feature/lisa/pcode/locations/inst_location.rs	dyn=27,clone/100L=4.3,getset_pairs=7
TODO	64.0	64.0	0	DefaultColumnComparator	docking	src/docking/widgets/table/sort/default_column_comparator.rs	dyn=32
TODO	64.0	64.0	0	AbstractAnimator	graph	src/graph/job/abstract_animator.rs	dyn=11,rc_refcell=14
TODO	63.7	4.9	1200	FileArchiveBasedDataTypeManager	program	src/program/model/data/file_archive_based_data_type_manager.rs	dyn=1,clone/100L=2.9
TODO	62.0	62.0	0	CombinedTableFilter	docking	src/docking/widgets/table/combined_table_filter.rs	dyn=31
TODO	57.2	57.2	0	DependentServiceResolverTest	generic	src/generic/depends/dependent_service_resolver_test.rs	dyn=27,clone/100L=3.2
TODO	57.2	4.4	1201	FileBasedDataTypeManager	program	src/program/model/data/file_based_data_type_manager.rs	dyn=1,clone/100L=2.4
TODO	57.2	57.2	0	ObjectPropertyMap	program	src/program/util/object_property_map.rs	dyn=28,clone/100L=1.2
TODO	56.5	56.5	0	HashFamily	feature	src/feature/fid/service/hash_family.rs	dyn=27,clone/100L=2.5
TODO	52.8	52.8	0	ServiceProviderDecorator	framework	src/framework/plugintool/service_provider_decorator.rs	dyn=26
TODO	52.7	52.7	0	AbstractCreateStructureCmd	app	src/app/cmd/data/abstract_create_structure_cmd.rs	dyn=26
TODO	52.2	4.0	1204	DataTypeManagerDomainObject	program	src/program/model/data/data_type_manager_domain_object.rs	dyn=2
TODO	52.0	52.0	0	PropertyMapManager	program	src/program/model/util/property_map_manager.rs	dyn=26
TODO	50.0	50.0	0	WrappingFunctionIterator	trace	src/trace/util/wrapping_function_iterator.rs	dyn=24,getset_pairs=2
TODO	49.9	49.9	0	SettingsPropertyMap	program	src/program/model/util/settings_property_map.rs	dyn=24,clone/100L=1.9
TODO	49.0	49.0	0	Mod	util	src/util/function/mod.rs	dyn=14,arc_mutex=7
TODO	47.3	47.3	0	PrivatelyQueuedListener	util	src/util/datastruct/privately_queued_listener.rs	dyn=7,arc_mutex=10,unwrap/100L=2.9
TODO	47.2	20.0	136	ExternalLocation	program	src/program/model/symbol/external_location.rs	dyn=9,getset_pairs=2
TODO	46.9	46.9	0	VoidPropertyMap	program	src/program/util/void_property_map.rs	dyn=23
TODO	46.6	3.5	1231	SourceArchive	program	src/program/model/data/source_archive.rs	dyn=1,clone/100L=1.5
TODO	46.6	19.5	139	Group	program	src/program/model/listing/group.rs	dyn=8,clone/100L=1.5,getset_pairs=2
TODO	46.5	46.5	0	AddressSpaceSettingsDefinition	program	src/program/model/data/address_space_settings_definition.rs	dyn=22,getset_pairs=2
TODO	45.5	18.2	150	AddressMap	program	src/program/database/map/address_map.rs	dyn=8,clone/100L=2.2
TODO	44.0	44.0	0	ReferenceListener	program	src/program/model/symbol/reference_listener.rs	dyn=22
TODO	44.0	44.0	0	WrappingDataIterator	trace	src/trace/util/wrapping_data_iterator.rs	dyn=22
TODO	43.1	43.1	0	BulkPatternSearcher	util	src/util/bytesearch/bulk_pattern_searcher.rs	dyn=16,rc_refcell=2,clone/100L=2.1,getset_pairs=3
TODO	42.8	42.8	0	MemoryMapDb	program	src/program/database/mem/memory_map_db.rs	dyn=3,arc_mutex=10,clone/100L=2.6,getset_pairs=1,unwrap/100L=3.2
TODO	42.2	42.2	0	DependentServiceResolver	generic	src/generic/depends/dependent_service_resolver.rs	dyn=21
TODO	40.7	40.7	0	AllBytesHashCalculator	program	src/program/model/correlate/all_bytes_hash_calculator.rs	dyn=17,getset_pairs=6
TODO	40.2	40.2	0	MnemonicHashCalculator	program	src/program/model/correlate/mnemonic_hash_calculator.rs	dyn=17,getset_pairs=6
TODO	40.0	40.0	0	DiffLines	app	src/app/util/html/diff_lines.rs	dyn=20
TODO	38.7	38.7	0	SetVariableCommentCmd	app	src/app/cmd/function/set_variable_comment_cmd.rs	dyn=17,clone/100L=1.7,getset_pairs=3
TODO	38.0	38.0	0	DataTypeManagerChangeListenerAdapter	program	src/program/model/data/data_type_manager_change_listener_adapter.rs	dyn=19
TODO	38.0	38.0	0	Rgb16EncodingSettingsDefinition	program	src/program/model/data/rgb16_encoding_settings_definition.rs	dyn=17,getset_pairs=4
TODO	38.0	38.0	0	Rgb32EncodingSettingsDefinition	program	src/program/model/data/rgb32_encoding_settings_definition.rs	dyn=17,getset_pairs=4
TODO	38.0	38.0	0	ErrorDisplay		src/util/error_display.rs	dyn=19
TODO	37.3	37.3	0	Match	app	src/app/plugin/match/match.rs	dyn=17,getset_pairs=2
TODO	37.0	37.0	0	FunctionHasher	app	src/app/plugin/match/function_hasher.rs	dyn=17,getset_pairs=3
TODO	36.8	36.8	0	ReferenceIterator	program	src/program/model/symbol/reference_iterator.rs	dyn=18
TODO	36.6	36.6	0	ExternalLocationIterator	program	src/program/model/symbol/external_location_iterator.rs	dyn=18
TODO	36.6	36.6	0	ExtFragment	sarif	src/sarif/export/trees/ext_fragment.rs	dyn=17,getset_pairs=2
TODO	36.0	36.0	0	ModifiableAddressSetCollection	app	src/app/plugin/core/marker/modifiable_address_set_collection.rs	dyn=18
TODO	35.7	35.7	0	HeadlessErrorLogger	app	src/app/util/headless/headless_error_logger.rs	dyn=17,unwrap/100L=1.7
TODO	35.2	35.2	0	FidHasherFactory	feature	src/feature/fid/service/fid_hasher_factory.rs	dyn=17,clone/100L=1.2
TODO	35.0	35.0	0	MatchedData	app	src/app/plugin/match/matched_data.rs	dyn=16,clone/100L=3.0
TODO	35.0	35.0	0	FormatSettingsDefinition	docking	src/docking/settings/format_settings_definition.rs	dyn=16,getset_pairs=3
TODO	34.0	34.0	0	AssemblyResolution	app	src/app/plugin/assembler/sleigh/sem/assembly_resolution.rs	dyn=17
TODO	34.0	34.0	0	IntegerSignednessFormattingModeSettingsDefinition	docking	src/docking/settings/integer_signedness_formatting_mode_settings_definition.rs	dyn=15,getset_pairs=4
TODO	34.0	34.0	0	EndianSettingsDefinition	program	src/program/model/data/endian_settings_definition.rs	dyn=16,getset_pairs=2
TODO	34.0	34.0	0	DummyListingAddressCorrelation	program	src/program/util/dummy_listing_address_correlation.rs	dyn=17
TODO	34.0	34.0	0	WrappingInstructionIterator	trace	src/trace/util/wrapping_instruction_iterator.rs	dyn=17
TODO	33.7	33.7	0	SymbolManager	program	src/program/database/symbol/symbol_manager.rs	dyn=4,arc_mutex=6,clone/100L=1.8,unwrap/100L=6.0
TODO	33.6	33.6	0	TaskMonitorSplitter	util	src/util/task/task_monitor_splitter.rs	dyn=13,clone/100L=3.0,getset_pairs=3,unwrap/100L=1.6
TODO	33.5	33.5	0	ChainedBuffer	framework	src/framework/db/chained_buffer.rs	dyn=8,arc_mutex=4,unwrap/100L=4.8
TODO	33.4	33.4	0	ServiceListener	framework	src/framework/plugintool/util/service_listener.rs	dyn=16,clone/100L=1.4
TODO	33.3	33.3	0	CollectionUtils	util	src/util/util/collection_utils.rs	dyn=15,getset_pairs=3
TODO	33.0	33.0	0	FloatingPointPrecisionSettingsDefinition	docking	src/docking/settings/floating_point_precision_settings_definition.rs	dyn=15,getset_pairs=3
TODO	33.0	33.0	0	RenderUnicodeSettingsDefinition	program	src/program/model/data/render_unicode_settings_definition.rs	dyn=15,getset_pairs=3
TODO	32.6	32.6	0	EnumSettingsDefinition	docking	src/docking/settings/enum_settings_definition.rs	dyn=14,clone/100L=1.6,getset_pairs=3
TODO	32.6	32.6	0	MemoryBlockListener	program	src/program/model/mem/memory_block_listener.rs	dyn=16
TODO	32.5	32.5	0	JavaEnumSettingsDefinition	docking	src/docking/settings/java_enum_settings_definition.rs	dyn=14,getset_pairs=3
TODO	32.5	32.5	0	GFileImpl	filesystem	src/filesystem/gfilesystem/g_file_impl.rs	dyn=15,clone/100L=1.5,getset_pairs=1
TODO	32.2	32.2	0	ProgramSpecificAddressTranslator	app	src/app/merge/program_specific_address_translator.rs	dyn=13,clone/100L=6.2
TODO	32.1	32.1	0	ScalarRowObject	app	src/app/plugin/core/scalartable/scalar_row_object.rs	dyn=14,clone/100L=2.1,getset_pairs=2
TODO	32.0	32.0	0	DiffLinesValidator	app	src/app/util/html/diff_lines_validator.rs	dyn=16
TODO	31.7	31.7	0	ProgramDb	program	src/program/database/program_db.rs	dyn=1,arc_mutex=7,clone/100L=8.7
TODO	31.4	30.8	2	PropertySet	program	src/program/model/util/property_set.rs	dyn=13,getset_pairs=4
TODO	31.0	31.0	0	CodeUnitCountSettingsDefinition	util	src/util/table/field/code_unit_count_settings_definition.rs	dyn=14,getset_pairs=3
TODO	31.0	31.0	0	CodeUnitOffsetSettingsDefinition	util	src/util/table/field/code_unit_offset_settings_definition.rs	dyn=14,getset_pairs=3
TODO	31.0	31.0	0	MemoryOffsetSettingsDefinition	util	src/util/table/field/memory_offset_settings_definition.rs	dyn=14,getset_pairs=3
TODO	30.2	30.2	0	DomainObjectLockHold		src/util/domain_object_lock_hold.rs	dyn=10,arc_mutex=3,unwrap/100L=1.2
TODO	30.0	30.0	0	MinimalErrorLogger	feature	src/feature/bsim/query/minimal_error_logger.rs	dyn=15
TODO	30.0	30.0	0	Log4jErrorLogger		src/framework/log4j_error_logger.rs	dyn=15
TODO	30.0	30.0	0	ImmutableAddressSet	program	src/program/model/address/immutable_address_set.rs	dyn=15
TODO	30.0	30.0	0	InstructionIterator	program	src/program/model/listing/instruction_iterator.rs	dyn=15
TODO	30.0	4.2	614	Equate	program	src/program/model/symbol/equate.rs	clone/100L=4.2
TODO	30.0	30.0	0	PtyChild		src/pty/pty_child.rs	dyn=15
TODO	29.7	29.7	0	CodeUnitContainer	program	src/program/util/code_unit_container.rs	dyn=12,clone/100L=3.7,getset_pairs=2
TODO	29.3	29.3	0	AssemblySemanticException	app	src/app/plugin/assembler/assembly_semantic_exception.rs	dyn=14,clone/100L=1.3
TODO	28.9	4.2	587	EquateReference	program	src/program/model/symbol/equate_reference.rs	dyn=1,clone/100L=2.2
TODO	28.8	28.8	0	LocalVariable	program	src/program/model/listing/local_variable.rs	dyn=12,getset_pairs=4
TODO	28.1	28.1	0	StringPropertyMap	program	src/program/util/string_property_map.rs	dyn=13,clone/100L=2.1
TODO	28.0	28.0	0	InstructionPanelListener	app	src/app/plugin/core/references/instruction_panel_listener.rs	dyn=14
TODO	28.0	28.0	0	ServiceProvider	framework	src/framework/plugintool/service_provider.rs	dyn=14
TODO	28.0	28.0	0	AddressSetViewAdapter	program	src/program/model/address/address_set_view_adapter.rs	dyn=14
TODO	28.0	28.0	0	PaddingSettingsDefinition	program	src/program/model/data/padding_settings_definition.rs	dyn=13,getset_pairs=2
TODO	28.0	28.0	0	TerminatedSettingsDefinition	program	src/program/model/data/terminated_settings_definition.rs	dyn=13,getset_pairs=2
TODO	28.0	28.0	0	FunctionTagManager	program	src/program/model/listing/function_tag_manager.rs	dyn=14
TODO	28.0	28.0	0	ObjectStorageStreamAdapter		src/util/object_storage_stream_adapter.rs	dyn=14
TODO	27.5	18.7	47	FunctionSignature	program	src/program/model/listing/function_signature.rs	dyn=9
TODO	27.4	27.4	0	IntPropertyMap	program	src/program/util/int_property_map.rs	dyn=13,clone/100L=1.4
TODO	27.4	27.4	0	LongPropertyMap	program	src/program/util/long_property_map.rs	dyn=13,clone/100L=1.4
TODO	27.2	27.2	0	ConcurrentQ	generic	src/generic/concurrent/concurrent_q.rs	dyn=7,clone/100L=1.8,getset_pairs=3,unwrap/100L=8.4
TODO	27.0	27.0	0	StackVariableComparator	program	src/program/model/listing/stack_variable_comparator.rs	dyn=12,getset_pairs=3
TODO	26.7	26.7	0	StreamDecompressorCliToolWrapper	file	src/file/cliwrapper/stream_decompressor_cli_tool_wrapper.rs	dyn=13
TODO	26.0	26.0	0	ServiceInterfaceImplementationPair	framework	src/framework/plugintool/service_interface_implementation_pair.rs	dyn=13
TODO	26.0	26.0	0	DataTypeMnemonicSettingsDefinition	program	src/program/model/data/data_type_mnemonic_settings_definition.rs	dyn=12,getset_pairs=2
TODO	26.0	26.0	0	MutabilitySettingsDefinition	program	src/program/model/data/mutability_settings_definition.rs	dyn=12,getset_pairs=2
TODO	26.0	26.0	0	Pty		src/pty/pty.rs	dyn=13
TODO	25.2	25.2	0	Algorithms	generic	src/generic/stl/algorithms.rs	dyn=8,clone/100L=9.2
TODO	25.0	25.0	0	SetFunctionPurgeCommand	app	src/app/cmd/function/set_function_purge_command.rs	dyn=12,getset_pairs=1
TODO	24.9	24.9	0	ListingDisplaySearchAddressIterator	app	src/app/plugin/core/searchtext/listing_display_search_address_iterator.rs	dyn=12
TODO	24.8	24.8	0	StringSettingsDefinition	docking	src/docking/settings/string_settings_definition.rs	dyn=11,getset_pairs=2
TODO	24.5	24.5	0	MergeResolver	app	src/app/merge/merge_resolver.rs	dyn=7,arc_mutex=3,clone/100L=1.5
TODO	24.0	24.0	0	CoordinatedStructureLine	app	src/app/merge/structures/coordinated_structure_line.rs	dyn=12
TODO	24.0	24.0	0	CryptoProvider	filesystem	src/filesystem/gfilesystem/crypto/crypto_provider.rs	dyn=12
TODO	24.0	24.0	0	AddressRangeEndpointSettingsDefinition	util	src/util/table/field/address_range_endpoint_settings_definition.rs	dyn=11,getset_pairs=2
TODO	24.0	24.0	0	ByteCountSettingsDefinition	util	src/util/table/field/byte_count_settings_definition.rs	dyn=11,getset_pairs=2
TODO	23.9	23.9	0	GFileSystemIterator	filesystem	src/filesystem/gfilesystem/g_file_system_iterator.rs	dyn=11,unwrap/100L=1.9
TODO	23.6	23.6	0	AddressRangeMapDb	program	src/program/database/util/address_range_map_db.rs	arc_mutex=5,clone/100L=1.2,unwrap/100L=7.4
TODO	23.3	23.3	0	Mod	util	src/util/task/mod.rs	dyn=10,getset_pairs=3
TODO	22.8	22.8	0	StringTable	format	src/format/dwarf/string_table.rs	dyn=7,rc_refcell=2,getset_pairs=1,unwrap/100L=1.0
TODO	22.3	22.3	0	InstructionSearchAddressIterator	app	src/app/plugin/core/searchtext/iterators/instruction_search_address_iterator.rs	dyn=10,clone/100L=2.3
TODO	22.3	22.3	0	SynchronizedSpliterator	util	src/util/database/synchronized_spliterator.rs	dyn=5,arc_mutex=3,unwrap/100L=3.0
TODO	22.0	22.0	0	RenameTreeCmd	app	src/app/cmd/module/rename_tree_cmd.rs	dyn=10,clone/100L=2.0
TODO	22.0	22.0	0	ByteBlockInfo	app	src/app/plugin/core/format/byte_block_info.rs	dyn=9,getset_pairs=4
TODO	22.0	22.0	0	DecompileFunctionTask	feature	src/feature/bsim/query/decompile_function_task.rs	dyn=8,arc_mutex=2
TODO	22.0	22.0	0	Typedef	program	src/program/model/data/typedef.rs	dyn=11
TODO	22.0	22.0	0	InstructionContext	program	src/program/model/lang/instruction_context.rs	dyn=11
TODO	22.0	22.0	0	FunctionIterator	program	src/program/model/listing/function_iterator.rs	dyn=11
TODO	21.8	21.8	0	CodeUnitLcs	program	src/program/util/code_unit_lcs.rs	dyn=9,clone/100L=1.8,getset_pairs=2
TODO	21.5	21.5	0	DefaultAnnotationHandler	program	src/program/model/data/default_annotation_handler.rs	dyn=10,getset_pairs=1
TODO	21.4	21.4	0	ConPtyEndpoint	pty	src/pty/windows/con_pty_endpoint.rs	dyn=4,arc_mutex=4,clone/100L=1.4
TODO	21.1	15.9	33	ProcessorContext	program	src/program/model/lang/processor_context.rs	dyn=5,clone/100L=3.9,getset_pairs=2
TODO	21.0	21.0	0	Leb128Info	app	src/app/util/bin/leb128_info.rs	dyn=7,rc_refcell=2,getset_pairs=1
TODO	21.0	21.0	0	LongKeyNode	framework	src/framework/db/nodes/long_key_node.rs	arc_mutex=4,getset_pairs=1,unwrap/100L=7.6
TODO	21.0	21.0	0	AsyncLazyValue		src/util/async_lazy_value.rs	dyn=3,arc_mutex=3,clone/100L=1.2,unwrap/100L=4.8
TODO	20.3	20.3	0	DumpData	file	src/file/formats/dump/dump_data.rs	dyn=7,clone/100L=1.3,getset_pairs=5
TODO	20.3	20.3	0	CodeUnitIterator	program	src/program/model/listing/code_unit_iterator.rs	dyn=9,clone/100L=2.3
TODO	20.0	20.0	0	IndexedByteBlockInfo	app	src/app/plugin/core/format/indexed_byte_block_info.rs	dyn=8,getset_pairs=4
TODO	20.0	20.0	0	DataTypeDiffInput	app	src/app/util/html/data_type_diff_input.rs	dyn=10
TODO	20.0	20.0	0	InvertedTableFilter	docking	src/docking/widgets/table/inverted_table_filter.rs	dyn=10
TODO	20.0	20.0	0	ShowNamespaceSettingsDefinition	feature	src/feature/bsim/gui/search/results/show_namespace_settings_definition.rs	dyn=9,getset_pairs=2
TODO	20.0	20.0	0	FidHasher	feature	src/feature/fid/hash/fid_hasher.rs	dyn=10
TODO	20.0	20.0	0	FunctionInlineSettingsDefinition	util	src/util/table/field/function_inline_settings_definition.rs	dyn=9,getset_pairs=2
TODO	20.0	20.0	0	FunctionNoReturnSettingsDefinition	util	src/util/table/field/function_no_return_settings_definition.rs	dyn=9,getset_pairs=2
TODO	20.0	20.0	0	FunctionThunkSettingsDefinition	util	src/util/table/field/function_thunk_settings_definition.rs	dyn=9,getset_pairs=2
TODO	19.7	19.7	0	ParsingEnvironment	sleigh	src/sleigh/grammar/parsing_environment.rs	rc_refcell=6,clone/100L=1.7
TODO	19.6	19.6	0	DeleteTreeCmd	app	src/app/cmd/module/delete_tree_cmd.rs	dyn=9,clone/100L=1.6
TODO	19.6	19.6	0	BooleanSettingsDefinition	docking	src/docking/settings/boolean_settings_definition.rs	dyn=8,getset_pairs=3
TODO	19.5	19.5	0	MasterTable	framework	src/framework/db/master_table.rs	arc_mutex=4,clone/100L=7.5
TODO	19.2	19.2	0	ExportTrie	format	src/format/macho/commands/export_trie.rs	dyn=6,rc_refcell=2,getset_pairs=1
TODO	19.0	19.0	0	DisplayCoordinator	app	src/app/merge/structures/display_coordinator.rs	dyn=5,rc_refcell=3
TODO	18.8	15.0	25	ProcessorContextView	program	src/program/model/lang/processor_context_view.rs	dyn=6,clone/100L=3.0
TODO	18.8	18.8	0	Python		src/script/python.rs	arc_mutex=5,unwrap/100L=3.0
TODO	18.7	18.7	0	DbSynchronizedCollection	util	src/util/database/db_synchronized_collection.rs	dyn=2,arc_mutex=2,clone/100L=1.5,unwrap/100L=7.2
TODO	18.1	18.1	0	CancellableIterator	util	src/util/task/cancellable_iterator.rs	dyn=7,clone/100L=1.1,getset_pairs=3
TODO	18.0	18.0	0	ByteBlockRange	app	src/app/plugin/core/format/byte_block_range.rs	dyn=7,getset_pairs=4
TODO	18.0	18.0	0	FieldReadFunction	format	src/format/golang/structmapping/field_read_function.rs	dyn=9
TODO	18.0	18.0	0	ServiceProviderStub	framework	src/framework/plugintool/service_provider_stub.rs	dyn=9
TODO	18.0	18.0	0	TestDummyServiceProvider	framework	src/framework/plugintool/test_dummy_service_provider.rs	dyn=9
TODO	18.0	18.0	0	ExtendedByteSequence	util	src/util/bytesearch/extended_byte_sequence.rs	dyn=9
TODO	18.0	18.0	0	Op	util	src/util/search/trie/op.rs	dyn=9
