class	fanin	path
BasicEdgeLabelRenderer	2	Ghidra/Framework/Graph/src/main/java/ghidra/graph/viewer/edge/BasicEdgeLabelRenderer.java
BasicEdgeRouter	2	Ghidra/Framework/Graph/src/main/java/ghidra/graph/viewer/edge/routing/BasicEdgeRouter.java
BasicFactory	2	Ghidra/Framework/Generic/src/main/java/generic/cache/BasicFactory.java
BasicSpaceProvider	2	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/pcodeCPort/translate/BasicSpaceProvider.java
BatchImportTableModel	2	Ghidra/Features/Base/src/main/java/ghidra/plugins/importer/batch/BatchImportTableModel.java
BatchProjectDestinationPanel	2	Ghidra/Features/Base/src/main/java/ghidra/plugins/importer/batch/BatchProjectDestinationPanel.java
BatchScriptTraceRmiLaunchOffer	2	Ghidra/Debug/Debugger-rmi-trace/src/main/java/ghidra/app/plugin/core/debug/gui/tracermi/launcher/BatchScriptTraceRmiLaunchOffer.java
BigIntegerNumberInputDialog	2	Ghidra/Framework/Docking/src/main/java/docking/widgets/dialogs/BigIntegerNumberInputDialog.java
BigIntegerNumberInputDialogTest	2	Ghidra/Features/Base/src/test.slow/java/docking/widgets/dialogs/BigIntegerNumberInputDialogTest.java
BinExpr	2	Ghidra/Features/SystemEmulation/src/main/java/ghidra/pcode/struct/BinExpr.java
BinaryExprContext	2	Ghidra/Extensions/Lisa/src/main/java/ghidra/lisa/pcode/contexts/BinaryExprContext.java
BindingTable	2	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/macho/commands/dyld/BindingTable.java
BitFieldDBDataTypeTest	2	Ghidra/Framework/SoftwareModeling/src/test/java/ghidra/program/database/data/BitFieldDBDataTypeTest.java
BitFieldDataTypeHTMLRepresentation	2	Ghidra/Features/Base/src/main/java/ghidra/app/util/html/BitFieldDataTypeHTMLRepresentation.java
BitFieldListingDisplayTest	2	Ghidra/Features/Base/src/test.slow/java/ghidra/program/database/data/BitFieldListingDisplayTest.java
BitfieldTypeApplier	2	Ghidra/Features/PDB/src/main/java/ghidra/app/util/pdb/pdbapplicator/BitfieldTypeApplier.java
BitsInputDialogComponentProvider	2	Ghidra/Features/BytePatterns/src/main/java/ghidra/bitpatterns/gui/BitsInputDialogComponentProvider.java
BlockNestingContext	2	Ghidra/Features/PDB/src/main/java/ghidra/app/util/pdb/pdbapplicator/BlockNestingContext.java
BlockSignature	2	Ghidra/Features/Decompiler/src/main/java/ghidra/app/decompiler/signature/BlockSignature.java
BlockSymbolApplier	2	Ghidra/Features/PDB/src/main/java/ghidra/app/util/pdb/pdbapplicator/BlockSymbolApplier.java
BookmarkDBAdapterV0	2	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/database/bookmark/BookmarkDBAdapterV0.java
BookmarkDBAdapterV1	2	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/database/bookmark/BookmarkDBAdapterV1.java
BookmarkDBAdapterV2	2	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/database/bookmark/BookmarkDBAdapterV2.java
BookmarkDBAdapterV3	2	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/database/bookmark/BookmarkDBAdapterV3.java
BookmarkTableModel	2	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/bookmark/BookmarkTableModel.java
BookmarkTypeDB	2	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/database/bookmark/BookmarkTypeDB.java
BookmarkTypeDBAdapterNoTable	2	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/database/bookmark/BookmarkTypeDBAdapterNoTable.java
BookmarksSarifMgr	2	Ghidra/Features/Sarif/src/main/java/sarif/managers/BookmarksSarifMgr.java
BooleanJavaProperty	2	Ghidra/Features/PyGhidra/src/main/java/ghidra/pyghidra/property/BooleanJavaProperty.java
BootImageHeaderFactory	2	Ghidra/Features/FileFormats/src/main/java/ghidra/file/formats/android/bootimg/BootImageHeaderFactory.java
BootImageHeaderV0	2	Ghidra/Features/FileFormats/src/main/java/ghidra/file/formats/android/bootimg/BootImageHeaderV0.java
BootImageHeaderV1	2	Ghidra/Features/FileFormats/src/main/java/ghidra/file/formats/android/bootimg/BootImageHeaderV1.java
BootImageHeaderV3	2	Ghidra/Features/FileFormats/src/main/java/ghidra/file/formats/android/bootimg/BootImageHeaderV3.java
BootstrapInfoException	2	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/golang/BootstrapInfoException.java
BowTieLayout	2	Ghidra/Features/GraphFunctionCalls/src/main/java/functioncalls/graph/layout/BowTieLayout.java
BreakpointTimeOverviewColorService	2	Ghidra/Debug/Debugger/src/main/java/ghidra/app/plugin/core/debug/gui/timeoverview/breakpoint/BreakpointTimeOverviewColorService.java
BsfvFeatureColumnObject	2	Ghidra/Features/BSimFeatureVisualizer/src/main/java/ghidra/bsfv/BsfvFeatureColumnObject.java
BsfvTableModel	2	Ghidra/Features/BSimFeatureVisualizer/src/main/java/ghidra/bsfv/BsfvTableModel.java
BsfvTableProvider	2	Ghidra/Features/BSimFeatureVisualizer/src/main/java/ghidra/bsfv/BsfvTableProvider.java
BsfvTokenHighlightMatcher	2	Ghidra/Features/BSimFeatureVisualizer/src/main/java/ghidra/bsfv/BsfvTokenHighlightMatcher.java
BuiltinTypeDescriptor	2	Ghidra/Features/Swift/src/main/java/ghidra/app/util/bin/format/swift/types/BuiltinTypeDescriptor.java
BulkSignatures	2	Ghidra/Features/BSim/src/main/java/ghidra/features/bsim/query/ingest/BulkSignatures.java
ByteJavaProperty	2	Ghidra/Features/PyGhidra/src/main/java/ghidra/pyghidra/property/ByteJavaProperty.java
ByteSequenceLengthFilterInputDialog	2	Ghidra/Features/BytePatterns/src/main/java/ghidra/bitpatterns/gui/ByteSequenceLengthFilterInputDialog.java
ByteSequencePanelBuilder	2	Ghidra/Features/BytePatterns/src/main/java/ghidra/bitpatterns/gui/ByteSequencePanelBuilder.java
BytesRef	2	Ghidra/Extensions/BSimElasticPlugin/srcdummy/org/apache/lucene/util/BytesRef.java
Bzip2Recognizer	2	Ghidra/Features/Recognizers/src/main/java/ghidra/app/util/recognizer/Bzip2Recognizer.java
CDEMotifTheme	2	Ghidra/Framework/Gui/src/main/java/generic/theme/builtin/CDEMotifTheme.java
CDexCodeItem	2	Ghidra/Features/FileFormats/src/main/java/ghidra/file/formats/android/cdex/CDexCodeItem.java
CSpecPrototypeTestConstants	2	Ghidra/Features/Base/src/main/java/ghidra/test/compilers/support/CSpecPrototypeTestConstants.java
CSpecPrototypeTestUtil	2	Ghidra/Features/Base/src/main/java/ghidra/test/compilers/support/CSpecPrototypeTestUtil.java
CSpecTestPCodeEmulator	2	Ghidra/Features/Base/src/main/java/ghidra/test/compilers/support/CSpecTestPCodeEmulator.java
CallContext	2	Ghidra/Extensions/Lisa/src/main/java/ghidra/lisa/pcode/contexts/CallContext.java
CallOtherOpGen	2	Ghidra/Framework/Emulation/src/main/java/ghidra/pcode/emu/jit/gen/op/CallOtherOpGen.java
CaptureDescriptor	2	Ghidra/Features/Swift/src/main/java/ghidra/app/util/bin/format/swift/types/CaptureDescriptor.java
CaptureFunctionDataTypesAction	2	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/datamgr/actions/CaptureFunctionDataTypesAction.java
CartConfigurationException	2	Ghidra/Features/FileFormats/src/main/java/ghidra/file/formats/cart/CartConfigurationException.java
CartV1Footer	2	Ghidra/Features/FileFormats/src/main/java/ghidra/file/formats/cart/CartV1Footer.java
CartV1Header	2	Ghidra/Features/FileFormats/src/main/java/ghidra/file/formats/cart/CartV1Header.java
CartV1StreamDecryptor	2	Ghidra/Features/FileFormats/src/main/java/ghidra/file/formats/cart/CartV1StreamDecryptor.java
CaseInsensitiveByteTrieNode	2	Ghidra/Features/Base/src/main/java/ghidra/util/search/trie/CaseInsensitiveByteTrieNode.java
CategoryTest	2	Ghidra/Features/Base/src/test.slow/java/ghidra/program/database/data/CategoryTest.java
CellType	2	Ghidra/Debug/Debugger/src/main/java/ghidra/app/plugin/core/debug/gui/timeoverview/breakpoint/CellType.java
CenterAnimationJob	2	Ghidra/Features/GraphServices/src/main/java/ghidra/graph/visualization/CenterAnimationJob.java
Cfb432ProgramCreator	2	Ghidra/Features/PDB/src/test/java/ghidra/app/util/pdb/Cfb432ProgramCreator.java
Cfb464ProgramCreator	2	Ghidra/Features/PDB/src/test/java/ghidra/app/util/pdb/Cfb464ProgramCreator.java
CharacterJavaProperty	2	Ghidra/Features/PyGhidra/src/main/java/ghidra/pyghidra/property/CharacterJavaProperty.java
CharsetPickerDialog	2	Ghidra/Features/Base/src/main/java/ghidra/util/charset/picker/CharsetPickerDialog.java
CharsetTableRow	2	Ghidra/Features/Base/src/main/java/ghidra/util/charset/picker/CharsetTableRow.java
ChecksumTableModel	2	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/checksums/ChecksumTableModel.java
CircularPluginA	2	Ghidra/Test/IntegrationTest/src/test.slow/java/ghidra/framework/plugintool/testplugins/CircularPluginA.java
CircularPluginB	2	Ghidra/Test/IntegrationTest/src/test.slow/java/ghidra/framework/plugintool/testplugins/CircularPluginB.java
ClassModuleTree	2	Ghidra/Framework/Utility/src/main/java/generic/jar/ClassModuleTree.java
ClassTypeUtils	2	Ghidra/Features/PDB/src/main/java/ghidra/app/util/pdb/pdbapplicator/ClassTypeUtils.java
ClassicBindProcessor	2	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/macho/commands/dyld/ClassicBindProcessor.java
ClassicLazyBindProcessor	2	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/macho/commands/dyld/ClassicLazyBindProcessor.java
ClasspathFilter	2	Ghidra/Framework/Utility/src/main/java/utility/module/ClasspathFilter.java
ClearArchiveArchitectureAction	2	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/datamgr/actions/ClearArchiveArchitectureAction.java
ClearEquateCmd	2	Ghidra/Features/Base/src/main/java/ghidra/app/cmd/equate/ClearEquateCmd.java
ClearPinSymbolAction	2	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/symboltree/actions/ClearPinSymbolAction.java
CliIndexCustomAttributeType	2	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/cli/tables/indexes/CliIndexCustomAttributeType.java
CliIndexHasConstant	2	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/cli/tables/indexes/CliIndexHasConstant.java
CliIndexImplementation	2	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/cli/tables/indexes/CliIndexImplementation.java
CliIndexMethodDefOrRef	2	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/cli/tables/indexes/CliIndexMethodDefOrRef.java
CliMetadataDirectory	2	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/cli/CliMetadataDirectory.java
CliRepresentable	2	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/cli/CliRepresentable.java
CliSigLocalVar	2	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/cli/blobs/CliSigLocalVar.java
CliSigStandAloneMethod	2	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/cli/blobs/CliSigStandAloneMethod.java
CliTableAssembly	2	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/cli/tables/CliTableAssembly.java
CliTableAssemblyOS	2	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/cli/tables/CliTableAssemblyOS.java
CliTableAssemblyProcessor	2	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/cli/tables/CliTableAssemblyProcessor.java
CliTableAssemblyRef	2	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/cli/tables/CliTableAssemblyRef.java
CliTableAssemblyRefOS	2	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/cli/tables/CliTableAssemblyRefOS.java
CliTableAssemblyRefProcessor	2	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/cli/tables/CliTableAssemblyRefProcessor.java
CliTableClassLayout	2	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/cli/tables/CliTableClassLayout.java
CliTableConstant	2	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/cli/tables/CliTableConstant.java
CliTableCustomAttribute	2	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/cli/tables/CliTableCustomAttribute.java
CliTableDeclSecurity	2	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/cli/tables/CliTableDeclSecurity.java
CliTableEvent	2	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/cli/tables/CliTableEvent.java
CliTableEventMap	2	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/cli/tables/CliTableEventMap.java
CliTableExportedType	2	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/cli/tables/CliTableExportedType.java
CliTableField	2	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/cli/tables/CliTableField.java
CliTableFieldLayout	2	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/cli/tables/CliTableFieldLayout.java
CliTableFieldMarshall	2	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/cli/tables/CliTableFieldMarshall.java
CliTableFieldRVA	2	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/cli/tables/CliTableFieldRVA.java
CliTableFile	2	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/cli/tables/CliTableFile.java
CliTableGenericParam	2	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/cli/tables/CliTableGenericParam.java
CliTableGenericParamConstraint	2	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/cli/tables/CliTableGenericParamConstraint.java
CliTableImplMap	2	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/cli/tables/CliTableImplMap.java
CliTableInterfaceImpl	2	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/cli/tables/CliTableInterfaceImpl.java
CliTableManifestResource	2	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/cli/tables/CliTableManifestResource.java
CliTableMemberRef	2	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/cli/tables/CliTableMemberRef.java
CliTableMethodDef	2	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/cli/tables/CliTableMethodDef.java
CliTableMethodImpl	2	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/cli/tables/CliTableMethodImpl.java
CliTableMethodSemantics	2	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/cli/tables/CliTableMethodSemantics.java
CliTableMethodSpec	2	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/cli/tables/CliTableMethodSpec.java
CliTableModule	2	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/cli/tables/CliTableModule.java
CliTableModuleRef	2	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/cli/tables/CliTableModuleRef.java
CliTableNestedClass	2	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/cli/tables/CliTableNestedClass.java
CliTableProperty	2	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/cli/tables/CliTableProperty.java
CliTablePropertyMap	2	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/cli/tables/CliTablePropertyMap.java
CliTableStandAloneSig	2	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/cli/tables/CliTableStandAloneSig.java
CliTableTypeSpec	2	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/cli/tables/CliTableTypeSpec.java
ClipboardPatternFactory	2	Ghidra/Features/BytePatterns/src/main/java/ghidra/bitpatterns/gui/ClipboardPatternFactory.java
ClipboardPluginTest	2	Ghidra/Test/IntegrationTest/src/test.slow/java/ghidra/app/plugin/core/clipboard/ClipboardPluginTest.java
CloneSymbolTreeAction	2	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/symboltree/actions/CloneSymbolTreeAction.java
CloseArchiveAction	2	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/datamgr/actions/CloseArchiveAction.java
ClosedPatternTableDialog	2	Ghidra/Features/BytePatterns/src/main/java/ghidra/bitpatterns/gui/ClosedPatternTableDialog.java
ClosedPatternTableModel	2	Ghidra/Features/BytePatterns/src/main/java/ghidra/bitpatterns/gui/ClosedPatternTableModel.java
CoalescingAddRemoveStrategyTest	2	Ghidra/Framework/Docking/src/test/java/docking/widgets/table/threaded/CoalescingAddRemoveStrategyTest.java
CodeBrowserClipboardProviderTest	2	Ghidra/Features/Base/src/test.slow/java/ghidra/app/plugin/core/clipboard/CodeBrowserClipboardProviderTest.java
CodeCompareAddressCorrelator	2	Ghidra/Features/CodeCompare/src/main/java/ghidra/features/codecompare/correlator/CodeCompareAddressCorrelator.java
CodeCompletionWindow	2	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/interpreter/CodeCompletionWindow.java
CodeSignatureBlobParser	2	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/macho/commands/codesignature/CodeSignatureBlobParser.java
CodeUnitProxy	2	Ghidra/Features/Base/src/main/java/ghidra/app/util/viewer/proxy/CodeUnitProxy.java
CoffArchiveBinaryAnalysisCommand	2	Ghidra/Features/Base/src/main/java/ghidra/app/cmd/formats/CoffArchiveBinaryAnalysisCommand.java
CoffBinaryAnalysisCommand	2	Ghidra/Features/Base/src/main/java/ghidra/app/cmd/formats/CoffBinaryAnalysisCommand.java
ColSegmentList	2	Ghidra/Features/FunctionGraph/src/main/java/ghidra/app/plugin/core/functiongraph/graph/layout/flowchart/ColSegmentList.java
CollapseAllArchivesAction	2	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/datamgr/actions/CollapseAllArchivesAction.java
ColorSorter	2	Ghidra/Framework/Docking/src/main/java/docking/theme/gui/ColorSorter.java
ColorValueEditor	2	Ghidra/Framework/Docking/src/main/java/docking/theme/gui/ColorValueEditor.java
ColorizingServiceProvider	2	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/colorizer/ColorizingServiceProvider.java
ColumnFilterArchiveDialog	2	Ghidra/Framework/Docking/src/main/java/docking/widgets/table/constraint/dialog/ColumnFilterArchiveDialog.java
ColumnFilterPanel	2	Ghidra/Framework/Docking/src/main/java/docking/widgets/table/constraint/dialog/ColumnFilterPanel.java
CombinePattern	2	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/app/plugin/processors/sleigh/pattern/CombinePattern.java
CombinedMatchTableLoader	2	Ghidra/Features/Base/src/main/java/ghidra/features/base/memsearch/gui/CombinedMatchTableLoader.java
CommandWatcher	2	Ghidra/Features/GhidraServer/src/main/java/ghidra/server/CommandWatcher.java
CommentFieldSearcher	2	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/searchtext/databasesearcher/CommentFieldSearcher.java
CommentHistoryDialog	2	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/comments/CommentHistoryDialog.java
CommentHistoryPanel	2	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/comments/CommentHistoryPanel.java
CommentStreamA	2	Ghidra/Features/FileFormats/src/main/java/ghidra/file/formats/dump/mdmp/CommentStreamA.java
CommentStreamW	2	Ghidra/Features/FileFormats/src/main/java/ghidra/file/formats/dump/mdmp/CommentStreamW.java
CommentTableModel	2	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/commentwindow/CommentTableModel.java
CommitAction	2	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/datamgr/actions/associate/CommitAction.java
CommitSingleDataTypeAction	2	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/datamgr/actions/associate/CommitSingleDataTypeAction.java
CompletedTaskListModel	2	Ghidra/Framework/Project/src/main/java/ghidra/framework/task/gui/CompletedTaskListModel.java
ComplexTypeMapper	2	Ghidra/Features/PDB/src/main/java/ghidra/app/util/pdb/pdbapplicator/ComplexTypeMapper.java
ComponentDataRowObject	2	Ghidra/Features/DataGraph/src/main/java/datagraph/data/graph/panel/model/row/ComponentDataRowObject.java
ComponentFontRegistry	2	Ghidra/Framework/Gui/src/main/java/generic/theme/laf/ComponentFontRegistry.java
CompositeLoadImage	2	Ghidra/Framework/Emulation/src/main/java/ghidra/app/emulator/memory/CompositeLoadImage.java
ConPtyEndpoint	2	Ghidra/Framework/Pty/src/main/java/ghidra/pty/windows/ConPtyEndpoint.java
ConPtyFactory	2	Ghidra/Framework/Pty/src/main/java/ghidra/pty/windows/ConPtyFactory.java
ConditionContext	2	Ghidra/Extensions/Lisa/src/main/java/ghidra/lisa/pcode/contexts/ConditionContext.java
ConditionalStmt	2	Ghidra/Features/SystemEmulation/src/main/java/ghidra/pcode/struct/ConditionalStmt.java
ConfidenceFilter	2	Ghidra/Features/VersionTracking/src/main/java/ghidra/feature/vt/gui/provider/matchtable/ConfidenceFilter.java
ConflictHandlerTest	2	Ghidra/Features/Base/src/test.slow/java/ghidra/program/database/data/ConflictHandlerTest.java
ConsistencyChecker	2	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/pcodeCPort/slgh_compile/ConsistencyChecker.java
ConsoleActionsCellRenderer	2	Ghidra/Debug/Debugger/src/main/java/ghidra/app/plugin/core/debug/gui/console/ConsoleActionsCellRenderer.java
ConstraintFilterPanel	2	Ghidra/Framework/Docking/src/main/java/docking/widgets/table/constraint/dialog/ConstraintFilterPanel.java
ConsumeAs	2	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/lang/protorules/ConsumeAs.java
ConsumeExtra	2	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/lang/protorules/ConsumeExtra.java
ConsumeRemaining	2	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/lang/protorules/ConsumeRemaining.java
ContextRegisterPanelBuilder	2	Ghidra/Features/BytePatterns/src/main/java/ghidra/bitpatterns/gui/ContextRegisterPanelBuilder.java
ConvertToClassAction	2	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/symboltree/actions/ConvertToClassAction.java
ConvertToPointer	2	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/lang/protorules/ConvertToPointer.java
CopyAction	2	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/datamgr/actions/CopyAction.java
CopyOpGen	2	Ghidra/Framework/Emulation/src/main/java/ghidra/pcode/emu/jit/gen/op/CopyOpGen.java
CopyPasteCommentsTest	2	Ghidra/Features/Base/src/test.slow/java/ghidra/app/plugin/core/clipboard/CopyPasteCommentsTest.java
CopyPasteFunctionInfoTest	2	Ghidra/Features/Base/src/test.slow/java/ghidra/app/plugin/core/clipboard/CopyPasteFunctionInfoTest.java
CopyPasteSpecialDialog	2	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/clipboard/CopyPasteSpecialDialog.java
CopySignature	2	Ghidra/Features/Decompiler/src/main/java/ghidra/app/decompiler/signature/CopySignature.java
CramFsBlock	2	Ghidra/Features/FileFormats/src/main/java/ghidra/file/formats/cramfs/CramFsBlock.java
CramFsBlockReader	2	Ghidra/Features/FileFormats/src/main/java/ghidra/file/formats/cramfs/CramFsBlockReader.java
CreateArchiveAction	2	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/datamgr/actions/CreateArchiveAction.java
CreateArrayAction	2	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/data/CreateArrayAction.java
CreateCategoryAction	2	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/datamgr/actions/CreateCategoryAction.java
CreateClassAction	2	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/symboltree/actions/CreateClassAction.java
CreateDefaultReferenceAction	2	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/references/CreateDefaultReferenceAction.java
CreateEnumAction	2	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/datamgr/actions/CreateEnumAction.java
CreateEnumFromSelectionAction	2	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/datamgr/actions/CreateEnumFromSelectionAction.java
CreateExternalLocationAction	2	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/symboltree/actions/CreateExternalLocationAction.java
CreateFolderCommand	2	Ghidra/Features/Base/src/main/java/ghidra/app/cmd/module/CreateFolderCommand.java
CreateFragmentCmd	2	Ghidra/Features/Base/src/main/java/ghidra/app/cmd/module/CreateFragmentCmd.java
CreateFunctionAction	2	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/function/CreateFunctionAction.java
CreateFunctionDefinitionAction	2	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/datamgr/actions/CreateFunctionDefinitionAction.java
CreateFunctionsAction	2	Ghidra/Extensions/MachineLearning/src/main/java/ghidra/machinelearning/functionfinding/CreateFunctionsAction.java
CreateLibraryAction	2	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/symboltree/actions/CreateLibraryAction.java
CreateNamespaceAction	2	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/symboltree/actions/CreateNamespaceAction.java
CreateNamespacesCmdTest	2	Ghidra/Features/Base/src/test/java/ghidra/app/cmd/label/CreateNamespacesCmdTest.java
CreatePointerAction	2	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/datamgr/actions/CreatePointerAction.java
CreateProjectArchiveAction	2	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/datamgr/actions/CreateProjectArchiveAction.java
CreateRtti4BackgroundCmd	2	Ghidra/Features/MicrosoftCodeAnalyzer/src/main/java/ghidra/app/cmd/data/rtti/CreateRtti4BackgroundCmd.java
CreateStructureAction	2	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/datamgr/actions/CreateStructureAction.java
CreateStructureDialog	2	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/data/CreateStructureDialog.java
CreateSymbolTableAction	2	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/symboltree/actions/CreateSymbolTableAction.java
CreateTypeDefAction	2	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/datamgr/actions/CreateTypeDefAction.java
CreateTypeDefFromDialogAction	2	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/datamgr/actions/CreateTypeDefFromDialogAction.java
CreateUnionAction	2	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/datamgr/actions/CreateUnionAction.java
CreateVfTableBackgroundCmd	2	Ghidra/Features/MicrosoftCodeAnalyzer/src/main/java/ghidra/app/cmd/data/rtti/CreateVfTableBackgroundCmd.java
CryptoKeyFileTemplateWriter	2	Ghidra/Features/FileFormats/src/main/java/ghidra/file/crypto/CryptoKeyFileTemplateWriter.java
CsvAdjacencyListGraphExporter	2	Ghidra/Features/GraphServices/src/main/java/ghidra/graph/exporter/CsvAdjacencyListGraphExporter.java
CsvEdgeListGraphExporter	2	Ghidra/Features/GraphServices/src/main/java/ghidra/graph/exporter/CsvEdgeListGraphExporter.java
CtrlGraph	2	Ghidra/Features/CodeCompare/src/main/java/ghidra/features/codecompare/graphanalysis/CtrlGraph.java
CustomNimbusLookAndFeel	2	Ghidra/Framework/Gui/src/main/java/generic/theme/laf/CustomNimbusLookAndFeel.java
CutAction	2	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/datamgr/actions/CutAction.java
CvRecord	2	Ghidra/Features/FileFormats/src/main/java/ghidra/file/formats/dump/mdmp/CvRecord.java
DBPropertyMapManagerTest	2	Ghidra/Features/Base/src/test.slow/java/ghidra/program/database/properties/DBPropertyMapManagerTest.java
